@relation mushroom-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N10-F1

@attribute Edibility {p,e}
@attribute CapShape {x,b,s,f,k,c}
@attribute CapSurface {s,y,f,g}
@attribute CapColor {n,y,w,g,e,p,b,u,c,r}
@attribute Bruises {t,f}
@attribute Odor {p,a,l,n,f,c,y,s,m}
@attribute GillAttachment {f,a}
@attribute GillSpacing {c,w}
@attribute GillSize {n,b}
@attribute GillColor {k,n,g,p,w,h,u,e,b,r,y,o}
@attribute StalkShape {e,t}
@attribute StalkSurfaceAboveRing {s,f,k,y}
@attribute StalkSurfaceBelowRing {s,f,y,k}
@attribute StalkColorAboveRing {w,g,p,n,b,e,o,c,y}
@attribute StalkColorBelowRing {w,p,g,b,n,e,y,o,c}
@attribute VeilType {p}
@attribute VeilColor {w,n,o,y}
@attribute RingNumber {o,t,n}
@attribute RingType {p,e,l,f,n}
@attribute SporePrintColor {k,n,u,h,w,r,o,y,b}
@attribute Population {s,n,a,v,y,c}
@attribute Habitat {u,g,m,d,p,w,l}

@data
p,x,y,n,f,y,f,c,n,b,?,k,s,p,?,p,w,?,?,w,v,d
e,x,f,n,t,?,f,?,?,n,t,s,s,g,p,p,w,o,?,k,y,d
p,f,f,y,f,f,f,?,b,h,e,k,k,n,p,p,w,?,l,h,y,d
p,f,?,n,f,n,f,c,n,w,e,k,?,w,?,p,w,o,e,w,v,d
e,x,f,g,t,?,f,c,b,p,t,s,s,g,w,p,w,o,p,n,y,d
p,x,?,y,f,n,f,c,n,w,e,k,y,w,y,p,?,o,e,w,?,d
e,x,f,n,t,n,f,c,b,n,t,s,s,p,p,p,?,o,p,?,y,d
e,x,y,?,?,n,f,c,b,p,t,s,s,g,w,p,?,o,p,k,v,d
p,x,?,y,f,n,f,c,n,w,e,k,y,?,n,p,w,o,e,w,?,d
p,f,y,y,f,f,f,c,b,g,?,k,k,b,n,p,w,o,l,h,y,d
p,x,y,e,f,y,f,c,n,b,t,k,k,p,w,?,w,o,e,w,v,d
e,?,y,r,f,n,f,c,n,h,e,?,f,w,w,p,w,o,f,h,y,d
e,x,f,?,t,n,f,c,b,u,t,s,s,g,?,?,w,?,?,n,v,d
e,x,y,n,t,n,f,c,b,u,t,?,s,p,w,p,w,o,p,k,v,d
e,x,f,?,t,n,?,c,b,u,t,s,s,?,g,p,w,o,p,k,?,d
e,?,y,r,f,n,f,?,n,h,e,s,f,w,w,p,w,o,f,h,v,d
e,x,f,e,t,n,f,c,?,n,?,s,s,p,g,p,w,o,p,n,?,d
e,x,y,r,f,?,f,c,n,h,e,s,?,w,w,p,w,o,f,h,y,d
e,f,f,y,t,a,f,w,?,w,t,s,s,w,w,p,w,o,p,u,v,d
e,x,?,e,t,n,f,c,b,u,t,s,?,p,p,p,w,o,p,k,y,d
e,x,f,n,t,n,f,c,b,p,t,s,s,?,g,p,w,o,?,n,?,d
e,f,y,u,f,n,f,c,n,w,e,s,f,?,w,p,w,o,f,h,v,d
e,x,f,g,t,n,?,c,?,p,t,s,s,g,g,p,w,o,p,n,y,d
e,x,y,g,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,n,y,d
e,x,f,n,t,n,f,c,b,p,t,s,s,?,w,p,w,o,p,k,y,d
e,x,f,e,t,n,f,c,b,u,t,s,s,g,p,p,w,o,?,?,y,d
p,f,y,n,f,n,?,c,?,w,e,k,y,w,y,?,w,o,e,w,v,d
e,x,f,e,t,n,f,c,b,p,?,s,s,g,w,p,w,o,p,n,y,d
e,x,y,g,t,n,?,c,b,n,?,s,?,g,g,p,?,o,p,k,y,d
e,x,y,w,f,n,f,?,n,?,e,s,f,w,w,p,w,o,f,h,?,d
p,x,f,g,f,f,f,c,b,p,e,k,?,?,?,p,w,o,l,?,y,d
e,f,f,n,t,n,f,c,b,?,t,s,s,g,g,p,?,o,p,k,v,d
e,x,y,w,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,v,d
e,f,?,g,t,?,f,c,b,p,t,s,s,w,p,p,w,o,p,n,y,d
e,f,y,g,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,k,?,d
e,f,f,n,t,n,f,c,b,p,t,s,s,?,w,p,w,o,p,n,v,d
p,f,y,y,f,f,f,c,b,?,e,k,k,p,n,p,?,o,l,h,v,?
p,x,y,n,?,f,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d
p,f,s,e,f,f,f,c,n,b,t,k,?,p,w,p,w,o,e,?,v,d
p,?,s,n,f,s,f,c,n,b,t,s,k,w,p,?,w,o,e,w,v,d
p,x,s,e,f,f,f,c,n,b,t,s,s,?,w,p,w,o,e,w,v,d
p,f,y,e,f,f,f,c,n,b,t,k,s,?,p,p,w,o,e,w,v,d
p,?,?,n,f,y,f,c,n,b,t,s,?,w,p,p,w,o,e,w,v,d
p,x,s,?,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d
p,x,?,?,f,f,?,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d
p,x,y,e,f,y,f,c,?,b,t,s,s,p,w,p,w,o,e,w,v,d
p,f,y,n,?,?,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d
e,x,y,?,t,n,?,c,b,p,t,s,s,w,g,p,w,o,p,n,y,d
p,f,s,e,f,y,f,c,n,b,t,s,?,p,w,p,w,o,e,w,v,d
p,f,s,n,f,s,f,c,n,b,t,k,s,w,p,p,?,o,e,w,v,?
p,f,?,e,?,s,f,?,n,b,t,k,?,p,p,p,w,o,e,w,v,d
p,x,?,e,f,m,f,c,b,w,e,k,y,c,c,p,w,n,n,w,c,d
p,x,s,n,f,y,f,c,n,b,t,k,s,w,?,p,w,o,e,w,v,d
p,f,s,e,?,s,f,c,n,b,t,k,?,p,w,p,w,o,e,w,v,?
p,k,y,e,f,s,f,c,n,b,t,s,s,p,p,p,?,o,e,w,v,d
p,?,y,e,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,?,v,d
p,f,?,n,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,?,v,d
p,f,y,n,f,s,?,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d
p,f,?,?,f,s,f,c,n,?,t,?,?,w,w,p,w,o,e,w,v,d
p,?,s,e,f,s,f,?,n,b,t,k,s,w,w,p,w,o,e,w,v,d
p,f,s,n,?,?,f,c,n,b,t,s,k,p,w,p,?,o,e,w,v,d
p,f,y,n,f,f,f,c,n,b,t,k,s,p,w,?,?,o,e,w,?,d
p,x,s,e,f,s,f,c,n,b,t,?,s,w,p,p,w,o,e,w,v,d
p,f,y,e,f,f,f,c,n,b,t,?,k,p,p,p,w,o,e,w,v,d
p,x,s,n,f,?,f,c,n,b,t,k,s,p,p,?,w,o,e,w,v,?
p,f,y,e,?,f,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d
p,k,y,n,f,m,f,c,b,w,e,?,y,c,?,p,w,n,n,w,c,d
p,f,y,n,?,y,f,c,n,b,t,s,s,w,w,p,w,o,?,w,v,d
p,x,s,n,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,?
p,f,s,n,f,y,f,?,n,b,t,k,k,w,p,p,?,o,e,w,v,d
p,k,?,e,f,y,f,?,n,b,t,s,k,p,p,p,w,o,e,w,v,d
p,x,s,e,f,f,f,c,n,b,t,?,k,w,p,p,w,o,e,w,v,d
e,f,f,g,t,n,f,c,b,n,t,s,?,p,w,p,w,o,p,n,v,d
e,x,f,g,t,n,f,c,b,n,t,s,s,?,w,p,w,o,p,n,v,d
e,x,f,e,t,n,f,?,b,p,t,s,s,w,g,p,w,o,p,n,v,d
p,f,s,e,f,y,f,c,n,b,?,s,k,w,p,p,w,o,e,w,v,d
e,f,?,?,t,n,f,c,b,p,?,s,s,w,g,p,w,o,p,n,y,d
p,k,y,n,f,m,a,?,b,w,e,k,y,c,c,p,?,?,n,?,c,d
p,k,s,e,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,?,d
p,f,y,c,f,m,f,c,b,w,e,k,y,c,c,p,w,?,n,w,c,d
e,x,y,e,t,n,f,c,?,p,t,s,s,w,p,p,w,o,p,n,v,d
p,f,s,e,f,f,f,c,n,b,t,k,s,p,p,?,?,o,e,?,v,d
p,k,s,n,f,f,f,c,?,b,t,s,s,w,w,p,w,o,e,w,v,d
e,x,y,g,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,k,y,d
e,x,f,g,t,n,f,c,b,w,t,s,s,?,p,p,w,o,?,k,y,d
e,x,y,e,t,?,?,c,b,w,t,s,s,p,w,?,w,o,p,k,y,d
e,x,f,g,t,n,f,c,b,w,t,?,s,g,g,p,w,o,p,n,v,d
p,k,?,n,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d
e,x,f,e,t,?,f,c,b,?,t,s,s,p,w,p,w,o,p,n,v,?
e,x,y,g,t,n,f,?,b,n,t,s,s,w,g,p,w,o,?,k,v,d
e,f,f,g,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,k,v,d
p,k,y,n,f,y,f,c,n,b,t,k,k,w,w,?,?,o,e,?,?,d
e,x,?,n,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,k,?,d
p,?,s,n,?,y,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d
e,?,f,?,?,n,f,c,b,n,t,s,s,g,p,p,w,o,p,k,y,d
p,k,y,n,f,s,f,c,?,b,t,s,s,?,p,p,w,o,e,w,v,d
e,f,f,n,t,n,f,c,b,u,t,s,s,w,g,p,w,o,p,k,y,d
p,k,s,e,f,s,f,c,n,b,t,k,s,w,w,p,w,o,?,w,v,d
p,k,y,?,f,y,f,c,n,b,t,k,k,?,w,?,w,o,e,w,v,d
e,x,?,g,?,n,f,c,b,p,t,s,s,g,p,p,?,o,p,k,v,d
p,x,y,e,f,m,f,c,b,y,e,k,y,c,c,p,w,n,n,w,c,d
e,x,y,n,t,n,f,?,b,p,t,s,s,p,p,?,w,o,p,k,y,d
p,k,y,n,f,f,f,c,n,b,t,k,k,p,p,p,?,o,e,w,v,?
p,k,s,n,f,y,f,c,n,b,t,s,k,p,w,p,w,o,e,w,?,d
e,b,y,?,f,?,?,c,b,w,e,y,y,n,n,p,w,t,p,w,y,d
e,f,f,e,t,n,f,c,b,u,t,s,s,p,g,p,w,o,p,n,v,d
e,f,y,n,t,n,?,c,b,p,t,s,s,p,g,p,w,o,p,k,y,d
p,k,s,n,?,y,f,c,n,b,?,?,k,p,p,p,w,o,e,w,v,d
e,f,f,n,t,n,f,c,b,?,t,s,s,p,w,p,?,?,p,k,v,d
e,?,y,g,t,?,f,c,b,n,?,s,s,w,?,p,w,o,p,k,y,d
p,k,y,n,?,y,f,?,n,b,t,?,s,w,p,p,w,o,e,w,v,?
e,x,y,g,t,n,f,c,b,u,t,s,s,w,p,p,w,o,p,k,v,d
e,x,y,e,t,n,f,c,b,p,t,s,?,p,w,?,w,o,p,k,v,d
e,x,f,g,t,n,f,c,b,p,t,s,s,w,g,p,w,?,?,n,v,d
p,k,y,n,f,s,f,c,n,?,t,s,k,p,p,p,w,o,?,w,v,d
e,x,f,e,t,n,?,c,b,p,t,s,s,w,g,p,w,o,p,k,v,d
p,k,y,c,?,m,a,c,b,y,e,k,y,?,c,p,w,n,?,w,c,d
e,?,f,n,?,n,f,c,b,u,t,s,s,w,w,p,?,o,p,n,y,d
p,k,y,e,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,?,v,d
e,f,f,?,t,n,f,c,b,w,t,s,s,w,p,p,w,o,p,k,y,?
p,x,s,w,f,c,f,w,n,p,e,s,s,w,w,p,w,o,p,n,s,d
e,k,y,c,f,n,f,w,n,?,e,f,f,w,n,p,w,o,e,?,v,l
p,x,y,n,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,?
p,x,?,n,f,s,?,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l
e,x,f,n,f,n,f,w,?,w,e,s,s,w,?,p,w,o,e,w,v,l
e,k,y,n,?,n,f,w,n,w,e,f,s,w,n,p,w,o,e,w,?,l
p,f,y,n,f,y,f,c,n,b,t,k,s,p,w,p,w,?,e,w,v,l
p,k,s,n,f,f,f,c,n,b,t,k,k,?,p,?,w,?,e,w,v,l
p,f,s,n,f,s,f,?,n,b,?,k,k,p,w,p,w,o,e,w,v,l
p,x,y,e,f,?,f,c,?,b,t,k,s,p,w,p,w,o,e,w,v,l
p,?,s,e,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,?,v,l
p,f,y,e,f,y,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l
p,f,s,e,f,y,?,c,n,b,?,s,s,p,w,p,w,o,e,w,v,l
p,x,s,e,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,l
p,f,y,n,f,s,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l
p,x,s,n,f,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l
p,x,y,e,?,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l
p,f,y,?,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l
p,x,s,n,?,s,f,?,n,b,t,k,k,w,?,p,w,o,e,?,v,l
p,f,y,e,f,?,f,c,n,b,t,k,s,p,p,p,w,o,?,w,v,l
p,f,s,e,f,s,?,c,n,b,t,s,s,p,w,p,w,o,e,?,v,?
p,f,s,?,f,?,f,c,n,b,t,s,s,w,p,p,w,o,e,w,?,l
p,k,y,n,f,y,f,c,n,b,t,k,s,p,w,p,w,o,?,w,v,l
p,f,s,e,?,s,f,c,n,b,t,k,?,?,w,p,w,o,e,w,v,l
p,f,y,e,f,y,f,c,n,?,?,?,s,w,p,p,w,o,e,w,v,l
p,f,s,?,f,f,f,c,n,b,t,s,s,p,?,?,w,o,e,?,v,l
p,?,s,n,f,?,f,c,n,b,t,s,k,w,w,?,w,o,e,w,v,l
p,x,s,n,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l
p,f,s,e,f,y,f,c,n,b,t,s,s,p,p,?,w,o,e,w,v,l
p,f,s,e,f,f,f,c,?,b,t,k,k,w,w,p,w,o,e,w,?,l
p,x,y,n,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l
p,f,?,n,f,f,f,c,?,?,t,s,k,p,p,?,?,o,e,w,?,l
p,f,s,e,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l
p,f,s,e,f,s,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l
p,f,s,e,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l
p,f,s,n,f,f,f,c,n,?,t,k,s,w,w,p,w,o,e,w,v,l
p,f,s,n,f,y,f,c,n,b,t,s,?,w,w,p,w,o,e,w,?,l
p,f,?,?,f,f,f,c,n,b,t,k,s,?,?,p,w,o,e,w,v,l
p,x,y,n,f,f,f,c,n,b,?,k,k,p,p,p,?,o,e,?,v,l
p,?,s,n,f,s,f,?,n,b,?,s,k,p,p,p,w,o,e,w,v,l
p,x,y,e,f,s,f,c,n,b,t,s,s,p,?,p,?,o,e,w,?,l
e,k,s,n,?,n,a,c,b,?,e,s,s,o,o,p,o,o,p,o,v,l
e,x,s,n,f,n,a,c,b,n,e,s,s,o,o,p,o,o,p,o,v,l
p,k,?,?,f,?,f,c,n,b,t,?,s,w,w,p,w,o,?,w,v,l
p,f,s,n,f,f,f,c,n,b,?,k,k,w,w,p,w,o,e,w,v,l
e,f,s,n,f,n,a,c,b,n,e,s,s,o,o,p,n,o,p,?,v,l
p,?,s,n,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l
p,k,?,n,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,?,l
p,k,s,e,f,f,?,c,?,b,t,k,s,p,p,p,w,o,e,w,v,l
p,k,s,n,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,?
e,x,s,n,f,n,a,c,b,o,e,s,s,o,o,?,o,o,p,o,v,l
p,x,y,n,?,s,?,c,n,b,t,s,s,w,w,p,w,o,e,?,v,l
e,f,s,n,f,n,a,?,b,n,e,s,s,o,o,p,o,o,p,o,c,l
p,k,y,e,f,s,f,c,n,b,?,k,k,w,p,p,w,o,e,w,v,l
p,?,?,e,f,y,f,c,n,b,t,s,?,?,w,p,w,o,e,w,v,l
e,k,?,n,f,?,a,c,?,o,e,s,s,o,o,p,o,o,p,?,v,l
e,?,s,n,f,n,a,c,b,n,e,s,s,o,o,p,o,o,p,n,c,l
e,f,s,n,f,n,a,c,b,n,e,?,?,o,o,p,o,o,p,?,v,l
p,k,y,e,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l
p,k,y,n,f,f,f,?,?,?,t,?,k,?,p,p,w,o,e,w,v,l
e,f,s,n,f,n,a,c,b,o,e,s,s,o,?,p,o,o,p,n,c,l
p,k,y,?,f,?,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l
p,k,s,e,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l
p,k,s,n,?,?,f,c,n,b,t,k,s,w,w,p,w,o,e,w,?,l
p,k,y,?,f,s,?,?,n,b,t,s,s,p,w,p,w,o,e,w,v,l
p,k,?,e,f,f,f,?,n,b,t,s,k,p,p,p,?,o,e,w,v,l
p,c,y,?,f,n,f,w,n,w,e,y,y,y,y,p,y,o,e,w,c,?
p,k,y,n,f,f,f,c,n,b,?,k,k,p,w,p,w,o,e,w,v,l
e,x,s,n,?,n,a,c,b,o,e,?,s,o,o,p,o,o,p,?,v,l
e,f,s,n,f,n,a,c,b,o,e,s,s,o,?,p,o,o,p,y,c,l
p,k,s,e,f,s,f,c,n,b,t,s,s,?,w,p,w,o,e,w,v,l
e,k,s,n,f,n,a,c,b,y,e,s,s,o,o,p,o,o,p,n,c,l
p,k,s,n,?,f,f,c,n,?,t,s,k,w,w,p,w,o,e,w,v,?
p,k,s,n,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l
e,b,s,n,f,n,a,c,b,n,e,s,s,o,o,p,o,o,p,o,v,l
p,x,y,?,f,y,?,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l
p,?,y,e,f,f,f,c,n,b,t,k,s,w,p,p,w,o,?,?,v,l
p,x,y,n,f,?,f,?,n,b,t,k,s,w,p,p,w,o,e,w,v,l
e,b,?,n,f,n,a,c,b,n,e,?,s,o,o,p,o,o,p,n,c,l
e,f,s,n,f,n,a,c,b,y,?,?,s,o,o,p,n,o,p,n,v,l
e,f,s,n,f,n,a,c,b,?,e,s,s,o,o,p,n,o,p,?,?,l
e,b,s,n,f,n,?,c,b,n,e,s,s,o,o,p,?,o,p,b,?,l
p,k,y,?,f,?,?,c,n,b,t,s,?,w,w,p,w,o,e,w,v,l
e,x,s,n,f,n,a,?,b,y,e,s,s,o,o,p,o,o,?,n,c,l
e,x,s,?,f,n,a,c,b,y,e,s,?,o,o,p,o,o,p,o,c,l
p,x,y,y,f,f,f,c,b,h,e,k,k,n,p,p,w,o,?,h,v,p
p,x,s,n,f,s,f,c,n,b,t,k,s,?,w,p,w,o,e,w,v,p
p,f,s,n,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,?,p
p,f,f,g,f,f,f,c,b,g,e,k,?,n,n,p,w,o,l,h,y,p
e,f,y,n,t,a,?,?,b,w,e,s,?,w,w,p,w,o,p,k,y,p
p,f,s,e,f,y,f,?,n,b,t,s,s,w,p,p,w,o,e,w,v,p
p,f,s,e,?,y,f,c,n,b,t,s,s,p,p,?,w,o,e,w,v,p
p,x,s,n,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p
p,x,y,e,f,s,f,c,n,b,t,s,k,w,?,p,?,o,?,w,v,p
p,k,y,n,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p
p,x,y,n,f,y,f,c,n,b,t,?,?,w,p,p,?,o,?,w,v,p
p,f,s,e,f,y,f,c,n,b,t,s,s,w,?,p,w,?,e,w,v,p
p,f,f,y,f,?,f,c,b,p,e,k,k,p,n,p,w,o,l,h,v,p
e,?,?,y,t,l,f,c,b,w,e,s,y,w,w,p,w,o,p,n,y,p
p,f,y,g,f,f,f,c,b,?,?,k,k,p,b,p,w,o,l,h,y,p
p,x,s,e,f,y,f,?,n,b,t,k,k,p,p,p,w,o,?,w,v,p
p,x,?,e,?,s,f,c,n,b,t,s,s,w,p,p,w,?,e,w,v,p
p,x,y,e,f,s,f,c,n,b,t,k,?,p,w,p,w,o,e,w,v,p
e,x,y,n,t,l,f,?,b,p,e,s,y,w,w,p,w,o,p,?,?,p
p,f,y,g,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,p
p,f,s,n,f,?,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,?
p,x,y,g,f,f,f,c,b,h,e,k,k,n,n,p,?,?,l,h,y,p
p,x,s,e,f,s,f,c,?,b,t,k,s,?,p,p,w,o,e,w,v,p
p,f,?,e,f,s,?,c,n,b,t,s,s,w,w,?,w,?,e,w,v,p
p,f,f,y,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,p
p,x,s,n,f,f,f,c,n,b,t,k,?,w,p,p,w,o,e,w,v,p
p,f,y,?,f,f,f,c,b,p,e,k,k,b,p,p,?,o,l,h,y,?
p,f,y,g,f,f,f,c,b,?,e,k,k,n,b,p,?,o,l,h,y,p
e,x,y,y,t,a,f,c,b,p,e,s,y,?,w,p,?,o,p,k,s,p
p,x,s,e,f,f,f,c,n,b,t,k,s,w,?,p,w,?,?,w,v,p
p,k,y,e,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p
p,f,y,n,f,y,f,c,n,b,t,?,s,p,w,p,w,?,e,w,v,p
p,x,f,y,f,f,f,c,b,g,?,k,?,b,p,p,w,o,l,h,?,p
e,f,?,n,t,l,f,c,b,w,e,s,y,w,w,p,w,?,p,k,y,p
p,f,s,e,f,y,f,c,n,b,?,k,k,p,w,p,w,o,e,?,v,p
p,f,s,n,f,f,f,c,n,b,?,k,s,?,w,p,?,o,e,w,v,p
e,x,?,n,t,l,f,c,b,n,e,s,y,w,w,p,w,o,p,n,s,p
p,f,y,n,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p
p,f,f,y,f,?,f,c,b,h,e,k,?,b,b,p,w,o,l,h,y,p
p,x,f,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,?,v,p
p,x,y,n,?,f,?,c,n,b,t,s,s,?,w,p,w,o,e,w,v,p
p,x,y,?,f,f,f,c,b,p,e,?,k,p,p,p,w,o,?,h,y,p
p,k,y,n,f,f,f,c,n,b,t,k,?,w,p,p,w,o,e,w,v,p
p,f,s,e,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,p
p,x,?,g,f,f,f,?,?,p,e,k,k,p,n,p,w,o,l,h,y,p
p,f,f,y,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,p
p,f,y,e,f,?,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p
p,f,y,e,f,y,f,c,n,?,t,s,k,w,w,p,?,o,e,w,v,p
p,k,s,n,f,s,?,c,n,b,t,k,s,p,p,p,w,?,e,w,v,?
p,?,y,y,f,f,f,c,b,h,e,?,k,b,p,?,w,?,l,h,v,?
e,f,y,y,t,a,f,c,b,n,e,s,y,w,w,p,w,o,p,?,s,p
p,k,y,n,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p
e,x,y,n,t,l,f,c,?,w,e,s,y,w,w,p,w,?,?,?,s,p
p,f,s,e,f,y,f,?,n,b,t,?,k,?,p,p,w,o,e,w,v,p
p,?,f,y,f,f,?,c,b,h,e,k,k,n,n,p,w,o,l,h,v,p
p,f,f,y,?,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,p
p,f,?,g,f,f,?,c,b,g,e,k,k,p,b,p,?,o,l,h,v,p
p,f,f,y,f,f,f,c,b,g,e,k,k,n,n,p,w,o,?,h,?,p
p,f,s,e,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p
p,k,s,?,f,f,f,?,n,b,?,s,s,p,w,p,w,o,?,w,v,p
p,?,y,e,f,s,f,c,n,b,t,s,?,?,p,p,w,o,e,?,v,p
p,x,?,?,f,s,f,c,n,b,t,k,?,p,p,p,w,o,e,w,v,p
p,x,?,y,f,f,?,c,?,?,e,k,?,b,?,p,w,o,l,h,v,p
p,?,s,e,f,?,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,?
p,x,s,?,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,?
e,?,y,y,t,a,f,c,?,p,e,s,y,w,w,p,w,o,p,k,y,p
p,x,y,?,?,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,v,p
p,f,?,e,f,s,f,c,?,b,t,s,s,p,p,p,w,?,e,w,v,p
p,?,?,n,f,s,?,c,n,b,t,s,k,p,p,p,w,o,e,?,v,?
p,x,y,?,f,f,f,c,b,p,e,k,k,p,n,p,w,o,?,h,y,p
p,k,s,n,f,s,f,c,n,b,t,k,k,?,w,p,w,o,e,w,v,p
p,f,f,y,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,?,p
p,x,y,g,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,?,p
p,x,s,e,f,f,f,?,?,b,t,s,k,p,p,?,w,o,e,w,v,p
p,?,y,g,f,f,f,c,b,p,e,k,?,b,b,p,w,?,l,h,y,p
p,k,?,n,f,f,f,c,n,b,t,k,s,?,w,p,w,o,e,w,v,p
p,k,s,n,f,y,f,?,n,b,t,s,k,w,w,p,w,o,e,w,v,p
e,x,s,n,t,n,f,c,b,w,e,?,s,w,w,p,w,t,?,w,y,p
p,f,?,g,f,f,?,c,b,g,e,k,k,?,p,p,w,o,l,?,v,p
p,x,y,g,f,f,f,c,?,h,e,k,k,?,n,p,w,o,l,h,y,p
p,f,y,n,f,f,f,c,n,b,?,s,k,w,w,p,w,o,e,w,v,?
p,x,y,g,f,?,f,c,b,g,e,k,?,p,n,p,w,o,l,h,?,?
e,f,y,c,t,n,f,c,?,w,e,s,s,w,w,p,w,t,p,w,v,p
p,k,?,e,f,s,f,c,n,b,t,k,s,w,p,p,?,o,e,w,v,p
e,?,y,n,f,n,f,c,b,w,e,y,y,n,n,p,w,t,p,w,y,?
p,k,s,n,f,?,f,?,n,b,t,?,s,p,w,p,w,o,e,w,v,p
p,f,y,?,f,s,f,c,n,b,t,?,s,p,?,p,w,o,?,w,?,p
p,x,f,y,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,p
p,f,y,n,f,f,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,p
p,x,y,g,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,p
p,x,f,g,f,f,?,c,b,g,e,k,k,p,p,?,w,o,l,h,y,p
p,k,s,n,f,s,f,c,n,b,t,s,s,p,?,p,w,o,e,?,v,p
p,?,y,n,?,y,f,c,n,b,?,k,k,p,w,p,w,?,e,w,v,p
p,x,f,g,f,f,f,c,b,g,e,k,k,b,?,p,w,o,l,h,y,p
p,k,y,n,f,f,?,c,n,b,?,?,s,p,w,p,w,o,e,w,v,p
p,x,f,y,f,f,f,c,b,g,e,?,k,b,b,p,w,?,l,h,v,p
p,x,f,g,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,p
p,x,f,y,f,f,f,c,b,g,e,k,k,b,?,p,w,o,l,?,v,p
p,k,s,n,f,?,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p
p,f,?,y,f,f,?,c,b,p,e,k,k,p,b,?,w,o,l,h,v,p
p,k,?,e,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p
