@relation mushroom-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1

@attribute Edibility {p,e}
@attribute CapShape {x,b,s,f,k,c}
@attribute CapSurface {s,y,f,g}
@attribute CapColor {n,y,w,g,e,p,b,u,c,r}
@attribute Bruises {t,f}
@attribute Odor {p,a,l,n,f,c,y,s,m}
@attribute GillAttachment {f,a}
@attribute GillSpacing {c,w}
@attribute GillSize {n,b}
@attribute GillColor {k,n,g,p,w,h,u,e,b,r,y,o}
@attribute StalkShape {e,t}
@attribute StalkSurfaceAboveRing {s,f,k,y}
@attribute StalkSurfaceBelowRing {s,f,y,k}
@attribute StalkColorAboveRing {w,g,p,n,b,e,o,c,y}
@attribute StalkColorBelowRing {w,p,g,b,n,e,y,o,c}
@attribute VeilType {p}
@attribute VeilColor {w,n,o,y}
@attribute RingNumber {o,t,n}
@attribute RingType {p,e,l,f,n}
@attribute SporePrintColor {k,n,u,h,w,r,o,y,b}
@attribute Population {s,n,a,v,y,c}
@attribute Habitat {u,g,m,d,p,w,l}

@data
p,f,g,w,t,n,f,w,n,w,e,s,s,w,w,p,w,o,p,w,c,l
e,b,s,n,f,n,a,c,b,n,e,s,s,o,o,p,o,o,p,o,c,l
p,x,s,n,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l
e,b,s,n,f,n,a,c,b,n,e,s,s,o,o,p,n,o,p,y,c,l
e,f,f,n,f,n,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l
p,k,s,e,f,s,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l
p,k,s,e,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l
e,k,s,n,f,n,a,c,b,y,e,s,s,o,o,p,n,o,p,b,c,l
p,k,s,e,f,s,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l
e,f,s,n,f,n,a,c,b,y,e,s,s,o,o,p,n,o,p,n,c,l
e,f,f,c,f,n,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l
e,k,f,n,f,n,f,w,n,w,e,f,f,w,n,p,w,o,e,w,v,l
p,x,s,e,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l
p,k,s,e,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l
p,x,y,n,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l
e,b,s,n,f,n,a,c,b,o,e,s,s,o,o,p,o,o,p,o,c,l
p,k,y,n,f,y,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l
p,k,y,y,f,n,f,w,n,y,e,y,y,y,y,p,y,o,e,w,c,l
p,k,s,n,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,l
p,k,s,e,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l
e,b,s,n,f,n,a,c,b,o,e,s,s,o,o,p,n,o,p,b,v,l
e,b,s,n,f,n,a,c,b,n,e,s,s,o,o,p,n,o,p,y,v,l
p,x,y,n,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l
p,k,y,e,f,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l
p,f,y,y,f,n,f,w,n,y,e,y,y,y,y,p,y,o,e,w,c,l
p,k,y,n,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,l
p,k,s,e,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l
e,x,s,n,f,n,a,c,b,n,e,s,s,o,o,p,n,o,p,b,v,l
p,k,y,e,f,f,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,l
e,k,s,n,f,n,a,c,b,o,e,s,s,o,o,p,o,o,p,b,v,l
p,x,y,n,f,y,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l
e,k,s,n,f,n,a,c,b,y,e,s,s,o,o,p,n,o,p,n,c,l
e,k,s,n,f,n,a,c,b,o,e,s,s,o,o,p,o,o,p,b,c,l
e,f,s,n,f,n,a,c,b,o,e,s,s,o,o,p,n,o,p,b,c,l
p,k,y,e,f,s,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l
p,f,y,e,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l
e,b,s,n,f,n,a,c,b,y,e,s,s,o,o,p,n,o,p,y,v,l
e,x,s,n,f,n,a,c,b,y,e,s,s,o,o,p,n,o,p,b,c,l
e,b,s,n,f,n,a,c,b,y,e,s,s,o,o,p,o,o,p,b,v,l
e,f,y,n,f,n,f,w,n,w,e,f,s,w,n,p,w,o,e,w,v,l
e,k,s,n,f,n,a,c,b,o,e,s,s,o,o,p,n,o,p,o,c,l
p,k,y,n,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l
e,x,s,n,f,n,a,c,b,o,e,s,s,o,o,p,n,o,p,y,c,l
e,x,f,c,f,n,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l
p,k,s,n,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l
e,k,s,n,f,n,a,c,b,n,e,s,s,o,o,p,n,o,p,b,v,l
e,x,s,n,f,n,a,c,b,o,e,s,s,o,o,p,n,o,p,o,v,l
e,k,s,n,f,n,a,c,b,n,e,s,s,o,o,p,n,o,p,y,v,l
e,x,s,n,f,n,a,c,b,y,e,s,s,o,o,p,n,o,p,n,c,l
p,k,y,n,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,l
p,f,y,e,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p
p,k,s,e,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p
e,f,y,n,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,n,y,p
p,f,y,n,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p
e,f,y,y,t,a,f,c,b,n,e,s,y,w,w,p,w,o,p,n,y,p
p,f,f,g,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,y,p
e,x,y,n,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,n,s,p
p,f,f,g,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,p
p,f,y,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,p
p,f,f,g,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,p
p,f,s,n,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p
p,f,f,g,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,p
p,f,f,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,p
p,x,s,e,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p
p,f,y,e,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p
p,f,s,n,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p
p,x,f,y,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,v,p
e,f,y,y,t,a,f,c,b,n,e,s,y,w,w,p,w,o,p,k,y,p
p,f,f,y,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,p
p,x,f,g,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,p
p,x,f,g,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,p
p,f,s,n,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p
p,x,y,y,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,p
p,x,y,n,f,s,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p
e,x,y,n,t,l,f,c,b,w,e,s,y,w,w,p,w,o,p,n,s,p
p,x,s,n,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p
p,f,s,n,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p
p,x,y,g,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,p
p,f,y,n,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p
p,f,y,g,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,p
p,x,y,g,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,v,p
p,f,f,g,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,p
p,f,s,n,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p
e,f,y,n,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,w,v,p
p,f,y,g,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,p
p,f,y,n,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p
p,x,y,e,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p
p,k,s,e,f,s,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p
p,x,y,g,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,y,p
p,x,y,g,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,p
p,x,y,g,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,p
p,f,f,g,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,p
e,f,y,y,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,n,y,p
p,k,y,e,f,f,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p
p,k,y,n,f,f,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p
p,f,y,y,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,p
p,x,y,g,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,p
p,f,y,g,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,y,p
p,k,s,e,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p
e,f,y,n,t,a,f,c,b,n,e,s,y,w,w,p,w,o,p,k,y,p
p,k,s,n,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p
p,f,y,e,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p
p,f,f,g,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,p
p,f,y,n,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p
p,x,s,n,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p
p,k,y,n,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p
e,x,y,y,t,l,f,c,b,w,e,s,y,w,w,p,w,o,p,n,y,p
p,f,f,y,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,y,p
p,f,y,e,f,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p
e,f,y,n,t,a,f,c,b,w,e,s,y,w,w,p,w,o,p,n,y,p
p,k,y,n,f,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p
p,x,s,e,f,f,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,p
p,f,y,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,p
p,x,f,g,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,p
p,f,y,y,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,y,p
p,f,f,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,p
e,x,y,y,t,l,f,c,b,n,e,s,y,w,w,p,w,o,p,n,s,p
p,f,s,e,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p
p,k,s,n,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p
p,k,y,n,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p
p,k,s,n,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,p
p,x,f,y,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,p
p,f,y,n,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p
p,x,y,n,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p
p,k,y,n,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p
p,f,f,g,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,v,p
p,x,y,y,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,p
e,x,s,n,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,w,v,p
p,f,y,n,f,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p
p,x,y,g,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,p
e,f,y,n,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,k,s,p
p,k,s,n,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p
p,f,y,g,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,p
p,x,s,e,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p
p,f,y,e,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p
p,f,f,y,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,p
p,x,y,n,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p
p,f,y,e,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p
p,x,f,y,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,p
p,f,y,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,p
p,f,y,g,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,p
p,f,f,g,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,p
p,k,s,e,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p
p,f,y,y,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,p
p,f,y,n,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p
p,k,s,e,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p
p,x,y,g,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,y,p
p,x,y,n,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p
p,k,y,n,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p
p,x,y,y,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,v,p
p,x,y,g,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,p
p,x,y,g,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,p
e,f,s,c,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,w,v,p
p,k,s,e,f,y,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p
p,f,f,g,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,y,p
p,k,y,n,f,s,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p
p,x,y,y,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,p
p,k,y,e,f,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p
p,f,y,n,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,p
e,f,y,y,t,l,f,c,b,n,e,s,y,w,w,p,w,o,p,n,y,p
p,f,s,e,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p
p,k,y,n,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p
p,x,f,g,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,p
e,f,y,n,t,a,f,c,b,n,e,s,y,w,w,p,w,o,p,k,s,p
e,x,s,w,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,k,n,m
e,x,s,w,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,n,s,m
e,b,y,y,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,k,n,m
e,b,s,w,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,k,s,m
e,b,y,w,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,k,n,m
e,x,s,w,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,n,s,m
e,x,s,w,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,k,s,m
p,f,s,p,t,n,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,m
e,b,y,y,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,n,n,m
e,x,y,y,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,n,s,m
e,x,y,y,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,n,s,m
e,x,s,y,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,n,n,m
p,b,s,p,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,m
e,b,s,y,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,n,n,m
e,b,s,y,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,k,n,m
e,b,s,w,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,k,s,m
e,x,y,y,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,n,s,m
e,x,s,w,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,k,n,m
e,x,y,w,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,k,n,m
e,x,y,w,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,n,s,m
p,b,s,b,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,m
e,x,s,w,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,k,s,m
e,x,s,y,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,k,n,m
e,x,s,w,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,k,n,m
e,x,y,y,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,k,s,m
e,x,y,w,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,k,n,m
p,f,y,w,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,m
e,b,y,w,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,n,n,m
e,b,y,w,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,n,n,m
e,b,y,w,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,n,s,m
e,x,y,p,t,n,f,c,b,e,e,s,s,e,w,p,w,t,e,w,c,w
e,x,s,n,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
e,k,s,n,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w
e,k,y,n,t,n,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w
e,k,s,n,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w
e,x,y,n,t,n,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w
e,k,s,p,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
e,f,s,p,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
e,x,s,e,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w
e,x,s,b,t,n,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w
e,f,s,e,t,n,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w
e,f,s,p,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w
e,x,y,b,t,n,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w
e,x,y,b,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w
e,f,s,n,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w
e,f,y,e,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
e,k,s,n,t,n,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w
e,k,s,n,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w
e,f,s,b,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
